"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HUR","TOT","PC_LF","M","2014-03",5.871763,
"AUS","HUR","TOT","PC_LF","M","2014-04",5.799543,
"AUS","HUR","TOT","PC_LF","M","2014-05",5.925231,
"AUS","HUR","TOT","PC_LF","M","2014-06",6.051022,
"AUS","HUR","TOT","PC_LF","M","2014-07",6.182071,
"AUS","HUR","TOT","PC_LF","M","2014-08",6.103212,
"AUS","HUR","TOT","PC_LF","M","2014-09",6.228036,
"AUS","HUR","TOT","PC_LF","M","2014-10",6.364155,
"AUS","HUR","TOT","PC_LF","M","2014-11",6.302201,
"AUS","HUR","TOT","PC_LF","M","2014-12",6.107455,
"AUS","HUR","TOT","PC_LF","M","2015-01",6.338812,
"AUS","HUR","TOT","PC_LF","M","2015-02",6.15029,
"AUS","HUR","TOT","PC_LF","M","2015-03",6.099251,
"AUS","HUR","TOT","PC_LF","M","2015-04",6.106209,
"AUS","HUR","TOT","PC_LF","M","2015-05",5.926517,
"AUS","HUR","TOT","PC_LF","M","2015-06",6.009338,
"AUS","HUR","TOT","PC_LF","M","2015-07",6.283355,
"AUS","HUR","TOT","PC_LF","M","2015-08",6.093055,
"AUS","HUR","TOT","PC_LF","M","2015-09",6.165347,
"AUS","HUR","TOT","PC_LF","M","2015-10",5.921947,
"AUS","HUR","TOT","PC_LF","M","2015-11",5.857828,
"AUS","HUR","TOT","PC_LF","M","2015-12",5.743892,
"AUS","HUR","TOT","PC_LF","M","2016-01",6.025809,
"AUS","HUR","TOT","PC_LF","M","2016-02",5.69263,
"AUS","HUR","TOT","PC_LF","M","2016-03",5.647939,
"AUS","HUR","TOT","PC_LF","M","2016-04",5.638659,
"AUS","HUR","TOT","PC_LF","M","2016-05",5.716354,
"AUS","HUR","TOT","PC_LF","M","2016-06",5.698416,
"AUS","HUR","TOT","PC_LF","M","2016-07",5.703318,
"AUS","HUR","TOT","PC_LF","M","2016-08",5.616305,
"AUS","HUR","TOT","PC_LF","M","2016-09",5.650991,
"AUS","HUR","TOT","PC_LF","M","2016-10",5.589079,
"AUS","HUR","TOT","PC_LF","M","2016-11",5.766677,
"AUS","HUR","TOT","PC_LF","M","2016-12",5.834087,
"AUS","HUR","TOT","PC_LF","M","2017-01",5.687191,
"AUS","HUR","TOT","PC_LF","M","2017-02",5.849344,
"AUS","HUR","TOT","PC_LF","M","2017-03",5.847048,
"AUS","HUR","TOT","PC_LF","M","2017-04",5.608427,
"AUS","HUR","TOT","PC_LF","M","2017-05",5.538465,
"AUS","HUR","TOT","PC_LF","M","2017-06",5.605346,
"AUS","HUR","TOT","PC_LF","M","2017-07",5.604796,
"AUS","HUR","TOT","PC_LF","M","2017-08",5.524372,
"AUS","HUR","TOT","PC_LF","M","2017-09",5.4566,
"AUS","HUR","TOT","PC_LF","M","2017-10",5.378352,
"AUS","HUR","TOT","PC_LF","M","2017-11",5.428035,
"AUS","HUR","TOT","PC_LF","M","2017-12",5.612648,
"AUS","HUR","TOT","PC_LF","M","2018-01",5.505993,
"AUS","HUR","TOT","PC_LF","M","2018-02",5.569042,
"AUS","HUR","TOT","PC_LF","M","2018-03",5.509427,
"AUS","HUR","TOT","PC_LF","M","2018-04",5.53184,
"AUS","HUR","TOT","PC_LF","M","2018-05",5.393723,
"AUS","HUR","TOT","PC_LF","M","2018-06",5.335268,
"AUS","HUR","TOT","PC_LF","M","2018-07",5.304881,
"AUS","HUR","TOT","PC_LF","M","2018-08",5.287042,
"AUS","HUR","TOT","PC_LF","M","2018-09",5.029109,
"AUS","HUR","TOT","PC_LF","M","2018-10",5.015154,
"AUS","HUR","TOT","PC_LF","M","2018-11",5.117164,
"AUS","HUR","TOT","PC_LF","M","2018-12",5.024396,
"AUS","HUR","TOT","PC_LF","M","2019-01",5.04653,
"AUS","HUR","TOT","PC_LF","M","2019-02",4.971915,
"AUS","HUR","TOT","PC_LF","M","2019-03",5.079704,
"AUS","HUR","TOT","PC_LF","M","2019-04",5.21148,
"AUS","HUR","TOT","PC_LF","M","2019-05",5.208232,
"AUS","HUR","TOT","PC_LF","M","2019-06",5.267101,
"AUS","HUR","TOT","PC_LF","M","2019-07",5.288607,
"AUS","HUR","TOT","PC_LF","M","2019-08",5.277678,
"AUS","HUR","TOT","PC_LF","M","2019-09",5.212893,
"AUS","HUR","TOT","PC_LF","M","2019-10",5.310653,
"AUS","HUR","TOT","PC_LF","M","2019-11",5.166966,
"AUS","HUR","TOT","PC_LF","M","2019-12",5.065129,
"AUS","HUR","TOT","PC_LF","M","2020-01",5.259627,
"AUS","HUR","TOT","PC_LF","M","2020-02",5.081419,
"AUS","HUR","TOT","PC_LF","M","2020-03",5.205296,
"AUS","HUR","TOT","PC_LF","M","2020-04",6.308965,
"AUS","HUR","TOT","PC_LF","M","2020-05",7.010758,
"AUS","HUR","TOT","PC_LF","M","2020-06",7.445535,
"AUS","HUR","TOT","PC_LF","M","2020-07",7.540266,
"AUS","HUR","TOT","PC_LF","M","2020-08",6.833792,
"AUS","HUR","TOT","PC_LF","M","2020-09",6.928496,
"AUS","HUR","TOT","PC_LF","M","2020-10",6.976877,
"AUS","HUR","TOT","PC_LF","M","2020-11",6.837111,
"AUS","HUR","TOT","PC_LF","M","2020-12",6.585732,
"AUS","HUR","TOT","PC_LF","M","2021-01",6.321573,
"AUS","HUR","TOT","PC_LF","M","2021-02",5.79767,
"AUS","HUR","TOT","PC_LF","M","2021-03",5.610784,
"AUS","HUR","TOT","PC_LF","M","2021-04",5.411002,
"AUS","HUR","TOT","PC_LF","M","2021-05",5.057388,
"AUS","HUR","TOT","PC_LF","M","2021-06",4.976691,
"AUS","HUR","TOT","PC_LF","M","2021-07",4.709394,
"AUS","HUR","TOT","PC_LF","M","2021-08",4.566697,
"AUS","HUR","TOT","PC_LF","M","2021-09",4.667324,
"AUS","HUR","TOT","PC_LF","M","2021-10",5.252843,
"AUS","HUR","TOT","PC_LF","M","2021-11",4.604117,
"AUS","HUR","TOT","PC_LF","M","2021-12",4.173736,
"AUS","HUR","TOT","PC_LF","M","2022-01",4.151993,
"AUS","HUR","TOT","PC_LF","M","2022-02",4.006938,
"AUS","HUR","TOT","PC_LF","M","2022-03",3.920822,
"AUS","HUR","TOT","PC_LF","M","2022-04",3.871265,
"AUS","HUR","TOT","PC_LF","M","2022-05",3.911269,
"AUS","HUR","TOT","PC_LF","M","2022-06",3.578649,
"AUS","HUR","TOT","PC_LF","M","2022-07",3.458131,
"AUS","HUR","TOT","PC_LF","M","2022-08",3.511598,
"AUS","HUR","TOT","PC_LF","M","2022-09",3.567606,
"AUS","HUR","TOT","PC_LF","M","2022-10",3.427457,
"AUS","HUR","TOT","PC_LF","M","2022-11",3.46758,
"AUS","HUR","TOT","PC_LF","M","2022-12",3.525121,
"AUS","HUR","TOT","PC_LF","M","2023-01",3.664257,
"AUS","HUR","TOT","PC_LF","M","2023-02",3.548915,
"AUS","HUR","TOT","PC_LF","M","2023-03",3.525978,
"AUS","HUR","TOT","PC_LF","M","2023-04",3.680072,
"AUS","HUR","TOT","PC_LF","M","2023-05",3.551217,
"AUT","HUR","TOT","PC_LF","M","2005-01",5.7,
"AUT","HUR","TOT","PC_LF","M","2005-02",5.6,
"AUT","HUR","TOT","PC_LF","M","2005-03",6,
"AUT","HUR","TOT","PC_LF","M","2005-04",5.9,
"AUT","HUR","TOT","PC_LF","M","2005-05",6.2,
"AUT","HUR","TOT","PC_LF","M","2005-06",6.2,
"AUT","HUR","TOT","PC_LF","M","2005-07",6.4,
"AUT","HUR","TOT","PC_LF","M","2005-08",5.9,
"AUT","HUR","TOT","PC_LF","M","2005-09",6.1,
"AUT","HUR","TOT","PC_LF","M","2005-10",6.4,
"AUT","HUR","TOT","PC_LF","M","2005-11",6.2,
"AUT","HUR","TOT","PC_LF","M","2005-12",5.8,
"AUT","HUR","TOT","PC_LF","M","2006-01",6.1,
"AUT","HUR","TOT","PC_LF","M","2006-02",6,
"AUT","HUR","TOT","PC_LF","M","2006-03",6.2,
"AUT","HUR","TOT","PC_LF","M","2006-04",5.7,
"AUT","HUR","TOT","PC_LF","M","2006-05",5.2,
"AUT","HUR","TOT","PC_LF","M","2006-06",6.1,
"AUT","HUR","TOT","PC_LF","M","2006-07",5.8,
"AUT","HUR","TOT","PC_LF","M","2006-08",5.1,
"AUT","HUR","TOT","PC_LF","M","2006-09",5.3,
"AUT","HUR","TOT","PC_LF","M","2006-10",5.3,
"AUT","HUR","TOT","PC_LF","M","2006-11",5.2,
"AUT","HUR","TOT","PC_LF","M","2006-12",5.4,
"AUT","HUR","TOT","PC_LF","M","2007-01",5.1,
"AUT","HUR","TOT","PC_LF","M","2007-02",5.4,
"AUT","HUR","TOT","PC_LF","M","2007-03",5.1,
"AUT","HUR","TOT","PC_LF","M","2007-04",5.5,
"AUT","HUR","TOT","PC_LF","M","2007-05",5.6,
"AUT","HUR","TOT","PC_LF","M","2007-06",5.2,
"AUT","HUR","TOT","PC_LF","M","2007-07",5.6,
"AUT","HUR","TOT","PC_LF","M","2007-08",5.6,
"AUT","HUR","TOT","PC_LF","M","2007-09",4.8,
"AUT","HUR","TOT","PC_LF","M","2007-10",5,
"AUT","HUR","TOT","PC_LF","M","2007-11",5,
"AUT","HUR","TOT","PC_LF","M","2007-12",4.4,
"AUT","HUR","TOT","PC_LF","M","2008-01",4.5,
"AUT","HUR","TOT","PC_LF","M","2008-02",4.6,
"AUT","HUR","TOT","PC_LF","M","2008-03",4.5,
"AUT","HUR","TOT","PC_LF","M","2008-04",4,
"AUT","HUR","TOT","PC_LF","M","2008-05",4.2,
"AUT","HUR","TOT","PC_LF","M","2008-06",3.9,
"AUT","HUR","TOT","PC_LF","M","2008-07",4.3,
"AUT","HUR","TOT","PC_LF","M","2008-08",4.8,
"AUT","HUR","TOT","PC_LF","M","2008-09",4.2,
"AUT","HUR","TOT","PC_LF","M","2008-10",4.3,
"AUT","HUR","TOT","PC_LF","M","2008-11",4.8,
"AUT","HUR","TOT","PC_LF","M","2008-12",5.1,
"AUT","HUR","TOT","PC_LF","M","2009-01",5,
"AUT","HUR","TOT","PC_LF","M","2009-02",4.9,
"AUT","HUR","TOT","PC_LF","M","2009-03",5.3,
"AUT","HUR","TOT","PC_LF","M","2009-04",5.8,
"AUT","HUR","TOT","PC_LF","M","2009-05",5.5,
"AUT","HUR","TOT","PC_LF","M","2009-06",5.8,
"AUT","HUR","TOT","PC_LF","M","2009-07",6.4,
"AUT","HUR","TOT","PC_LF","M","2009-08",5.9,
"AUT","HUR","TOT","PC_LF","M","2009-09",6.5,
"AUT","HUR","TOT","PC_LF","M","2009-10",5.7,
"AUT","HUR","TOT","PC_LF","M","2009-11",6.2,
"AUT","HUR","TOT","PC_LF","M","2009-12",5.5,
"AUT","HUR","TOT","PC_LF","M","2010-01",5,
"AUT","HUR","TOT","PC_LF","M","2010-02",5.3,
"AUT","HUR","TOT","PC_LF","M","2010-03",5.7,
"AUT","HUR","TOT","PC_LF","M","2010-04",5.4,
"AUT","HUR","TOT","PC_LF","M","2010-05",5.2,
"AUT","HUR","TOT","PC_LF","M","2010-06",5.4,
"AUT","HUR","TOT","PC_LF","M","2010-07",5.3,
"AUT","HUR","TOT","PC_LF","M","2010-08",5.1,
"AUT","HUR","TOT","PC_LF","M","2010-09",5.3,
"AUT","HUR","TOT","PC_LF","M","2010-10",5.1,
"AUT","HUR","TOT","PC_LF","M","2010-11",4.7,
"AUT","HUR","TOT","PC_LF","M","2010-12",4.7,
"AUT","HUR","TOT","PC_LF","M","2011-01",4.9,
"AUT","HUR","TOT","PC_LF","M","2011-02",5.7,
"AUT","HUR","TOT","PC_LF","M","2011-03",4.8,
"AUT","HUR","TOT","PC_LF","M","2011-04",4.9,
"AUT","HUR","TOT","PC_LF","M","2011-05",5,
"AUT","HUR","TOT","PC_LF","M","2011-06",4.5,
"AUT","HUR","TOT","PC_LF","M","2011-07",4.5,
"AUT","HUR","TOT","PC_LF","M","2011-08",4.4,
"AUT","HUR","TOT","PC_LF","M","2011-09",4.4,
"AUT","HUR","TOT","PC_LF","M","2011-10",5.2,
"AUT","HUR","TOT","PC_LF","M","2011-11",5.4,
"AUT","HUR","TOT","PC_LF","M","2011-12",5.1,
"AUT","HUR","TOT","PC_LF","M","2012-01",4.4,
"AUT","HUR","TOT","PC_LF","M","2012-02",5.3,
"AUT","HUR","TOT","PC_LF","M","2012-03",4.7,
"AUT","HUR","TOT","PC_LF","M","2012-04",4.9,
"AUT","HUR","TOT","PC_LF","M","2012-05",5.2,
"AUT","HUR","TOT","PC_LF","M","2012-06",5.5,
"AUT","HUR","TOT","PC_LF","M","2012-07",5.5,
"AUT","HUR","TOT","PC_LF","M","2012-08",5.7,
"AUT","HUR","TOT","PC_LF","M","2012-09",5.6,
"AUT","HUR","TOT","PC_LF","M","2012-10",5.3,
"AUT","HUR","TOT","PC_LF","M","2012-11",5.5,
"AUT","HUR","TOT","PC_LF","M","2012-12",5.3,
"AUT","HUR","TOT","PC_LF","M","2013-01",5.9,
"AUT","HUR","TOT","PC_LF","M","2013-02",5.6,
"AUT","HUR","TOT","PC_LF","M","2013-03",5.9,
"AUT","HUR","TOT","PC_LF","M","2013-04",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-05",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-06",5.4,
"AUT","HUR","TOT","PC_LF","M","2013-07",6,
"AUT","HUR","TOT","PC_LF","M","2013-08",5.7,
"AUT","HUR","TOT","PC_LF","M","2013-09",5.9,
"AUT","HUR","TOT","PC_LF","M","2013-10",5.8,
"AUT","HUR","TOT","PC_LF","M","2013-11",6,
"AUT","HUR","TOT","PC_LF","M","2013-12",5.8,
"AUT","HUR","TOT","PC_LF","M","2014-01",6.3,
"AUT","HUR","TOT","PC_LF","M","2014-02",5.7,
"AUT","HUR","TOT","PC_LF","M","2014-03",6.2,
"AUT","HUR","TOT","PC_LF","M","2014-04",5.5,
"AUT","HUR","TOT","PC_LF","M","2014-05",5.6,
"AUT","HUR","TOT","PC_LF","M","2014-06",6.5,
"AUT","HUR","TOT","PC_LF","M","2014-07",6.2,
"AUT","HUR","TOT","PC_LF","M","2014-08",5.8,
"AUT","HUR","TOT","PC_LF","M","2014-09",6.3,
"AUT","HUR","TOT","PC_LF","M","2014-10",6.1,
"AUT","HUR","TOT","PC_LF","M","2014-11",6.1,
"AUT","HUR","TOT","PC_LF","M","2014-12",6.2,
"AUT","HUR","TOT","PC_LF","M","2015-01",5.8,
"AUT","HUR","TOT","PC_LF","M","2015-02",5.8,
"AUT","HUR","TOT","PC_LF","M","2015-03",6.1,
"AUT","HUR","TOT","PC_LF","M","2015-04",6.2,
"AUT","HUR","TOT","PC_LF","M","2015-05",6.4,
"AUT","HUR","TOT","PC_LF","M","2015-06",6.3,
"AUT","HUR","TOT","PC_LF","M","2015-07",6.2,
"AUT","HUR","TOT","PC_LF","M","2015-08",6,
"AUT","HUR","TOT","PC_LF","M","2015-09",6.4,
"AUT","HUR","TOT","PC_LF","M","2015-10",5.9,
"AUT","HUR","TOT","PC_LF","M","2015-11",6.7,
"AUT","HUR","TOT","PC_LF","M","2015-12",6.2,
"AUT","HUR","TOT","PC_LF","M","2016-01",6.6,
"AUT","HUR","TOT","PC_LF","M","2016-02",6.4,
"AUT","HUR","TOT","PC_LF","M","2016-03",6.1,
"AUT","HUR","TOT","PC_LF","M","2016-04",6.2,
"AUT","HUR","TOT","PC_LF","M","2016-05",6.8,
"AUT","HUR","TOT","PC_LF","M","2016-06",6.7,
"AUT","HUR","TOT","PC_LF","M","2016-07",6.7,
"AUT","HUR","TOT","PC_LF","M","2016-08",7,
"AUT","HUR","TOT","PC_LF","M","2016-09",6.6,
"AUT","HUR","TOT","PC_LF","M","2016-10",6.3,
"AUT","HUR","TOT","PC_LF","M","2016-11",6.2,
"AUT","HUR","TOT","PC_LF","M","2016-12",6.1,
"AUT","HUR","TOT","PC_LF","M","2017-01",6.1,
"AUT","HUR","TOT","PC_LF","M","2017-02",6.1,
"AUT","HUR","TOT","PC_LF","M","2017-03",6,
"AUT","HUR","TOT","PC_LF","M","2017-04",5.7,
"AUT","HUR","TOT","PC_LF","M","2017-05",6.1,
"AUT","HUR","TOT","PC_LF","M","2017-06",5.6,
"AUT","HUR","TOT","PC_LF","M","2017-07",6.1,
"AUT","HUR","TOT","PC_LF","M","2017-08",5.9,
"AUT","HUR","TOT","PC_LF","M","2017-09",6,
"AUT","HUR","TOT","PC_LF","M","2017-10",5.7,
"AUT","HUR","TOT","PC_LF","M","2017-11",5.9,
"AUT","HUR","TOT","PC_LF","M","2017-12",5.8,
"AUT","HUR","TOT","PC_LF","M","2018-01",5.7,
"AUT","HUR","TOT","PC_LF","M","2018-02",5.2,
"AUT","HUR","TOT","PC_LF","M","2018-03",5.2,
"AUT","HUR","TOT","PC_LF","M","2018-04",5.1,
"AUT","HUR","TOT","PC_LF","M","2018-05",4.7,
"AUT","HUR","TOT","PC_LF","M","2018-06",5.1,
"AUT","HUR","TOT","PC_LF","M","2018-07",5.5,
"AUT","HUR","TOT","PC_LF","M","2018-08",5.4,
"AUT","HUR","TOT","PC_LF","M","2018-09",5.4,
"AUT","HUR","TOT","PC_LF","M","2018-10",5.5,
"AUT","HUR","TOT","PC_LF","M","2018-11",4.7,
"AUT","HUR","TOT","PC_LF","M","2018-12",5.2,
"AUT","HUR","TOT","PC_LF","M","2019-01",4.9,
"AUT","HUR","TOT","PC_LF","M","2019-02",5,
"AUT","HUR","TOT","PC_LF","M","2019-03",5,
"AUT","HUR","TOT","PC_LF","M","2019-04",4.9,
"AUT","HUR","TOT","PC_LF","M","2019-05",4.9,
"AUT","HUR","TOT","PC_LF","M","2019-06",4.6,
"AUT","HUR","TOT","PC_LF","M","2019-07",4.9,
"AUT","HUR","TOT","PC_LF","M","2019-08",5.1,
"AUT","HUR","TOT","PC_LF","M","2019-09",4.6,
"AUT","HUR","TOT","PC_LF","M","2019-10",5,
"AUT","HUR","TOT","PC_LF","M","2019-11",4.1,
"AUT","HUR","TOT","PC_LF","M","2019-12",4.7,
"AUT","HUR","TOT","PC_LF","M","2020-01",4.3,
"AUT","HUR","TOT","PC_LF","M","2020-02",4.6,
"AUT","HUR","TOT","PC_LF","M","2020-03",4.8,
"AUT","HUR","TOT","PC_LF","M","2020-04",6,
"AUT","HUR","TOT","PC_LF","M","2020-05",7.1,
"AUT","HUR","TOT","PC_LF","M","2020-06",7.9,
"AUT","HUR","TOT","PC_LF","M","2020-07",6.8,
"AUT","HUR","TOT","PC_LF","M","2020-08",6.4,
"AUT","HUR","TOT","PC_LF","M","2020-09",6.5,
"AUT","HUR","TOT","PC_LF","M","2020-10",6.1,
"AUT","HUR","TOT","PC_LF","M","2020-11",5.8,
"AUT","HUR","TOT","PC_LF","M","2020-12",6.8,
"AUT","HUR","TOT","PC_LF","M","2021-01",7.6,
"AUT","HUR","TOT","PC_LF","M","2021-02",7,
"AUT","HUR","TOT","PC_LF","M","2021-03",6.5,
"AUT","HUR","TOT","PC_LF","M","2021-04",7.2,
"AUT","HUR","TOT","PC_LF","M","2021-05",6.7,
"AUT","HUR","TOT","PC_LF","M","2021-06",6.2,
"AUT","HUR","TOT","PC_LF","M","2021-07",6.1,
"AUT","HUR","TOT","PC_LF","M","2021-08",6.1,
"AUT","HUR","TOT","PC_LF","M","2021-09",4.9,
"AUT","HUR","TOT","PC_LF","M","2021-10",5.9,
"AUT","HUR","TOT","PC_LF","M","2021-11",5.1,
"AUT","HUR","TOT","PC_LF","M","2021-12",4.8,
"AUT","HUR","TOT","PC_LF","M","2022-01",4.7,
"AUT","HUR","TOT","PC_LF","M","2022-02",4.8,
"AUT","HUR","TOT","PC_LF","M","2022-03",4.2,
"AUT","HUR","TOT","PC_LF","M","2022-04",4.4,
"AUT","HUR","TOT","PC_LF","M","2022-05",4.7,
"AUT","HUR","TOT","PC_LF","M","2022-06",4.2,
"AUT","HUR","TOT","PC_LF","M","2022-07",4.7,
"AUT","HUR","TOT","PC_LF","M","2022-08",5.3,
"AUT","HUR","TOT","PC_LF","M","2022-09",5.2,
"AUT","HUR","TOT","PC_LF","M","2022-10",4.5,
"AUT","HUR","TOT","PC_LF","M","2022-11",5.5,
"AUT","HUR","TOT","PC_LF","M","2022-12",4.9,
"AUT","HUR","TOT","PC_LF","M","2023-01",5.1,
"AUT","HUR","TOT","PC_LF","M","2023-02",4.9,
"AUT","HUR","TOT","PC_LF","M","2023-03",4.4,
"AUT","HUR","TOT","PC_LF","M","2023-04",5.1,
"AUT","HUR","TOT","PC_LF","M","2023-05",4.6,
